timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_volume,taker_buy_quote_volume,ignore
2022-01-01 00:00:00,46216.93,46731.39,46208.37,46656.13,1503.33095,1640998799999,69879986.39049930,38608,806.06536,37462156.917644,0
2022-01-01 01:00:00,46656.14,46949.99,46574.06,46778.14,943.81539,1641002399999,44127148.11760220,31872,491.18067,22963272.8553742,0
2022-01-01 02:00:00,46778.14,46928.94,46721.96,46811.77,485.1686,1641005999999,22720670.41920010,24364,206.35113,9662607.0658957,0
2022-01-01 03:00:00,46811.77,46916.63,46760.12,46813.2,562.88971,1641009599999,26363260.46336290,19882,248.28212,11629376.3969603,0
2022-01-01 04:00:00,46813.21,46887.33,46591.23,46711.05,861.88389,1641013199999,40272043.73838760,23357,397.53563,18575402.2591101,0
2022-01-01 05:00:00,46711.05,47555.55,46673.94,47192.55,1400.73642,1641016799999,66188305.95622700,41431,776.78632,36695321.6892667,0
2022-01-01 06:00:00,47192.56,47324.42,46940.0,46979.62,613.97776,1641020399999,28941491.56563970,25196,299.44097,14116069.3835397,0
2022-01-01 07:00:00,46979.61,47255.85,46864.84,47194.73,646.20081,1641023999999,30399865.63259870,25166,290.68371,13676285.5882507,0
2022-01-01 08:00:00,47194.73,47344.69,47075.11,47124.82,532.44767,1641027599999,25132258.91789440,24412,277.09449,13080038.8468275,0
2022-01-01 09:00:00,47124.82,47215.56,46933.58,47143.98,541.32491,1641031199999,25480514.38439350,25365,254.64431,11986961.5242905,0
2022-01-01 10:00:00,47143.98,47298.75,46715.39,46871.08,923.0176,1641034799999,43322629.22771110,32540,448.37765,21043573.6607499,0
2022-01-01 11:00:00,46871.09,47007.73,46756.77,46758.87,732.88793,1641038399999,34373032.68243550,27081,331.45687,15546269.3269553,0
2022-01-01 12:00:00,46758.87,47150.48,46756.3,47074.05,582.15009,1641041999999,27355387.02829300,25608,305.54991,14358610.1021682,0
2022-01-01 13:00:00,47074.05,47199.67,46935.09,47023.24,454.14412,1641045599999,21373423.46081650,23077,216.57778,10194176.5610146,0
2022-01-01 14:00:00,47023.24,47100.0,46850.18,46926.22,503.6622,1641049199999,23656850.50839710,23020,201.28873,9453983.6681608,0
2022-01-01 15:00:00,46920.01,47491.14,46871.69,47219.04,1515.95305,1641052799999,71605243.71459310,37411,827.63725,39088771.9355186,0
2022-01-01 16:00:00,47219.04,47527.24,47186.07,47268.62,1049.57919,1641056399999,49727146.24110400,36116,499.3152,23655863.8397311,0
2022-01-01 17:00:00,47268.61,47954.63,47238.81,47754.48,1320.66577,1641059999999,62917380.65198550,50007,665.48923,31698926.8424552,0
2022-01-01 18:00:00,47754.47,47844.97,47420.0,47560.55,860.76025,1641063599999,40986790.58520160,33471,439.80569,20940504.6674265,0
2022-01-01 19:00:00,47560.54,47611.84,47292.72,47329.78,830.6716,1641067199999,39371494.07510190,34902,446.07002,21139553.6046972,0
2022-01-01 20:00:00,47329.79,47559.03,47250.18,47391.82,717.20792,1641070799999,33997955.14030300,26745,418.61643,19840986.4946391,0
2022-01-01 21:00:00,47391.82,47573.05,47268.79,47319.67,809.21927,1641074399999,38367198.61858770,26162,468.13641,22196355.2227278,0
2022-01-01 22:00:00,47319.66,47490.98,47222.22,47440.74,466.47861,1641077999999,22096653.53843000,26369,229.44448,10868452.0160555,0
2022-01-01 23:00:00,47440.74,47814.0,47277.77,47722.65,746.28954,1641081599999,35498428.52472110,32737,396.53643,18865191.3206473,0
2022-01-02 00:00:00,47722.66,47750.0,47381.12,47625.3,1082.50817,1641085199999,51510548.66015400,32921,544.81807,25926023.5872313,0
2022-01-02 01:00:00,47625.29,47641.83,47315.38,47377.97,465.7536,1641088799999,22096206.48265000,24393,232.39924,11024506.7934098,0
2022-01-02 02:00:00,47377.97,47449.56,47275.5,47370.5,452.39245,1641092399999,21431205.77444050,25513,215.80473,10223953.1707854,0
2022-01-02 03:00:00,47370.49,47467.11,47269.47,47329.47,387.25302,1641095999999,18338323.32437540,18986,183.63779,8697281.4324256,0
2022-01-02 04:00:00,47329.47,47415.73,46770.23,46910.3,1259.6882,1641099599999,59314365.86586180,36223,585.93599,27590671.9754769,0
2022-01-02 05:00:00,46910.3,47089.63,46832.08,47081.28,686.20377,1641103199999,32222910.71124100,24054,356.83931,16758172.439759,0
2022-01-02 06:00:00,47081.28,47244.0,47011.24,47122.61,528.20197,1641106799999,24892334.12044100,19779,299.01836,14091987.1314646,0
2022-01-02 07:00:00,47122.6,47300.0,47087.62,47173.45,544.37433,1641110399999,25684083.14528430,20702,262.37642,12379787.6695086,0
2022-01-02 08:00:00,47173.44,47247.12,46970.05,47222.4,578.28603,1641113999999,27254939.79707820,28390,260.24477,12266444.6361014,0
2022-01-02 09:00:00,47222.4,47499.45,47144.12,47273.24,792.44368,1641117599999,37508111.28133180,30399,404.80037,19159875.1128442,0
2022-01-02 10:00:00,47273.23,47348.34,47140.3,47188.89,390.08901,1641121199999,18437661.80917850,21618,196.35263,9280986.3968033,0
2022-01-02 11:00:00,47188.88,47400.0,47159.57,47235.5,359.02993,1641124799999,16973153.65375930,21474,188.87582,8929688.9012358,0
2022-01-02 12:00:00,47238.89,47447.0,47013.5,47292.95,798.05773,1641128399999,37687789.89115280,32247,361.76746,17083929.3108668,0
2022-01-02 13:00:00,47289.67,47300.86,47090.0,47137.35,580.44121,1641131999999,27379356.58907470,25806,312.89363,14757715.077589,0
2022-01-02 14:00:00,47137.35,47202.39,47020.0,47112.55,617.66611,1641135599999,29105931.94147110,31910,329.04034,15505563.2131016,0
2022-01-02 15:00:00,47112.54,47390.0,47071.27,47340.47,784.16369,1641139199999,37034369.04579930,35285,397.31623,18768284.2179314,0
2022-01-02 16:00:00,47340.47,47886.0,47273.64,47792.3,1367.5695,1641142799999,65059041.57030510,46452,789.72096,37572637.6605326,0
2022-01-02 17:00:00,47792.29,47990.0,47317.46,47401.14,1440.59237,1641146399999,68642927.26575060,49654,660.58946,31482759.0605958,0
2022-01-02 18:00:00,47401.14,47401.14,46654.0,47058.12,1852.33799,1641149999999,87074188.16296400,54581,901.09659,42355862.108136,0
2022-01-02 19:00:00,47056.43,47217.1,46851.51,46907.68,937.38607,1641153599999,44050432.70091680,31283,436.68329,20523561.8287665,0
2022-01-02 20:00:00,46907.67,47050.0,46815.17,47007.14,570.22257,1641157199999,26773711.71313630,25337,249.03083,11693858.3398852,0
2022-01-02 21:00:00,47007.14,47187.98,46913.27,47018.03,432.59568,1641160799999,20353215.00178130,21711,216.58568,10190204.4416463,0
2022-01-02 22:00:00,47017.98,47398.99,47014.84,47255.38,683.72196,1641164399999,32298092.83317280,26913,405.25006,19145211.8850308,0
2022-01-02 23:00:00,47255.39,47469.34,47255.38,47286.18,749.48136,1641167999999,35488094.22203760,23993,375.39151,17773425.8908187,0
2022-01-03 00:00:00,47286.18,47289.11,47050.0,47050.08,734.11794,1641171599999,34631424.48583810,29032,381.19435,17983193.0464895,0
2022-01-03 01:00:00,47050.09,47138.78,46950.0,47116.71,628.0558,1641175199999,29545322.68468710,24231,313.68716,14756750.0357933,0
2022-01-03 02:00:00,47116.22,47116.71,46858.44,46999.98,781.70714,1641178799999,36713937.08265820,28474,364.27505,17106439.8866124,0
2022-01-03 03:00:00,46999.98,47084.8,46722.39,46793.26,850.43854,1641182399999,39858845.72680410,28247,432.49171,20267174.3323796,0
2022-01-03 04:00:00,46793.27,46944.77,46750.0,46822.26,688.49875,1641185999999,32259048.56848180,23199,379.83291,17796978.2845638,0
2022-01-03 05:00:00,46822.26,47211.09,46750.13,47078.64,918.62173,1641189599999,43151873.19477830,26773,461.66261,21687109.4259439,0
2022-01-03 06:00:00,47078.64,47100.0,46877.84,46923.75,596.63069,1641193199999,28040771.19440420,23073,295.97578,13909578.6779599,0
2022-01-03 07:00:00,46923.75,47080.0,46852.38,47051.37,635.22586,1641196799999,29829890.67781440,24942,318.83846,14971673.1438381,0
2022-01-03 08:00:00,47051.36,47135.97,46922.27,46978.82,684.64114,1641200399999,32190242.65191630,28436,314.15008,14770155.0574523,0
2022-01-03 09:00:00,46978.81,47109.25,46778.0,46984.55,987.07117,1641203999999,46306909.11710720,33833,487.85317,22889498.0263788,0
2022-01-03 10:00:00,46984.56,47251.19,46981.84,47126.02,1138.98932,1641207599999,53693996.62916370,36191,549.46329,25899146.8773988,0
2022-01-03 11:00:00,47126.02,47431.67,47125.48,47378.0,1451.6891,1641211199999,68664798.55434010,38954,759.24711,35913131.0674459,0
2022-01-03 12:00:00,47378.0,47570.0,47175.01,47194.39,1183.63545,1641214799999,56066096.43290830,44228,578.01569,27387068.5052046,0
2022-01-03 13:00:00,47194.39,47495.96,47127.51,47153.5,813.83783,1641218399999,38467412.18098470,32898,404.96521,19143833.3011708,0
2022-01-03 14:00:00,47153.5,47285.39,46765.0,46874.53,1711.43,1641221999999,80441655.49156010,50675,757.67928,35626009.4142697,0
2022-01-03 15:00:00,46874.53,47018.0,46575.25,46693.45,1754.81723,1641225599999,82124492.15011020,52298,877.87409,41086011.6459006,0
2022-01-03 16:00:00,46693.44,46780.0,46263.29,46482.34,3415.75302,1641229199999,158637726.51635430,80077,1721.42638,79931229.9340742,0
2022-01-03 17:00:00,46482.34,46790.0,46411.78,46577.15,1121.75227,1641232799999,52288357.29324900,39281,567.79749,26466519.4693664,0
2022-01-03 18:00:00,46577.16,46740.96,46412.99,46472.73,662.25,1641236399999,30838195.27666630,32003,305.47713,14222899.5739217,0
2022-01-03 19:00:00,46475.6,46645.34,46360.0,46360.01,661.7066,1641239999999,30781303.11394870,27929,337.98922,15720957.9577126,0
2022-01-03 20:00:00,46360.01,46413.47,45696.0,45922.0,3127.50381,1641243599999,143787456.71962720,75059,1450.68943,66677714.6394181,0
2022-01-03 21:00:00,45922.01,46260.44,45811.87,45979.01,1055.66747,1641247199999,48591220.46777690,36692,478.35709,22021036.7760843,0
2022-01-03 22:00:00,45979.01,46439.97,45961.59,46217.9,1002.70049,1641250799999,46324222.05491480,39674,482.29605,22281019.6868291,0
2022-01-03 23:00:00,46217.91,46576.94,46170.64,46446.1,1055.33575,1641254399999,48968310.05956090,29425,503.52171,23364301.3480716,0
2022-01-04 00:00:00,46446.1,46549.19,46150.0,46244.37,1055.75335,1641257999999,48932193.53586030,39084,525.76439,24368704.5437538,0
2022-01-04 01:00:00,46244.37,46404.94,46040.79,46054.99,771.65428,1641261599999,35662580.32762820,30598,380.8834,17600509.0687941,0
2022-01-04 02:00:00,46054.99,46268.72,45934.5,46103.36,1021.46917,1641265199999,47077201.10001190,34666,504.22724,23238633.5952481,0
2022-01-04 03:00:00,46103.36,46383.77,46001.23,46313.97,755.88587,1641268799999,34930544.80256200,26480,416.26222,19235487.1546638,0
2022-01-04 04:00:00,46313.96,46411.12,45996.26,46100.14,2070.6589,1641272399999,95550626.66035890,42738,1433.80438,66142033.8619574,0
2022-01-04 05:00:00,46100.14,46292.15,46016.24,46151.66,869.60169,1641275999999,40118489.24870500,26977,508.09614,23441481.0211016,0
2022-01-04 06:00:00,46148.23,46390.04,46058.51,46367.53,1240.05303,1641279599999,57357655.27988450,29503,515.36463,23833737.9220435,0
2022-01-04 07:00:00,46367.53,46600.21,46322.09,46550.0,1554.0381,1641283199999,72207539.25429850,37679,747.73455,34747699.4399293,0
2022-01-04 08:00:00,46549.99,46682.06,46385.61,46489.73,1316.31063,1641286799999,61275173.87467940,37675,586.76314,27318601.6788618,0
2022-01-04 09:00:00,46489.72,46599.53,46300.0,46356.21,856.18802,1641290399999,39764326.28549240,29481,378.95353,17604139.7175579,0
2022-01-04 10:00:00,46356.21,46772.41,46300.0,46625.37,1162.38531,1641293999999,54095516.70737770,34161,617.4155,28731859.8961517,0
2022-01-04 11:00:00,46625.37,46765.05,46616.46,46733.77,1351.64824,1641297599999,63122601.39312390,40742,665.87597,31096955.4252663,0
2022-01-04 12:00:00,46733.78,46763.0,46479.25,46641.53,897.32283,1641301199999,41799825.72145110,35094,447.19799,20830644.3332179,0
2022-01-04 13:00:00,46641.52,47069.01,46410.0,46955.22,1511.87787,1641304799999,70755552.37874870,52269,782.92504,36647431.0630383,0
2022-01-04 14:00:00,46955.22,47500.1,46805.54,47333.38,3051.43768,1641308399999,144120144.80119630,72031,1426.89765,67353109.4898549,0
2022-01-04 15:00:00,47336.98,47557.54,46850.05,46925.35,2605.26496,1641311999999,123225257.16011310,67538,1217.0787,57567938.6903979,0
